date,indicator,value,entity
2020-09-12,Daily hospital occupancy,232,Canada
2020-09-13,Daily hospital occupancy,229,Canada
2020-09-14,Daily hospital occupancy,299,Canada
2020-09-15,Daily hospital occupancy,307,Canada
2020-09-16,Daily hospital occupancy,320,Canada
2020-09-17,Daily hospital occupancy,328,Canada
2020-09-18,Daily hospital occupancy,331,Canada
2020-09-19,Daily hospital occupancy,297,Canada
2020-09-20,Daily hospital occupancy,325,Canada
2020-09-21,Daily hospital occupancy,399,Canada
2020-09-22,Daily hospital occupancy,420,Canada
2020-09-23,Daily hospital occupancy,434,Canada
2020-09-24,Daily hospital occupancy,462,Canada
2020-09-25,Daily hospital occupancy,497,Canada
2020-09-26,Daily hospital occupancy,459,Canada
2020-09-27,Daily hospital occupancy,464,Canada
2020-09-28,Daily hospital occupancy,562,Canada
2020-09-29,Daily hospital occupancy,584,Canada
2020-09-30,Daily hospital occupancy,610,Canada
2020-10-01,Daily hospital occupancy,608,Canada
2020-10-02,Daily hospital occupancy,637,Canada
2020-10-03,Daily hospital occupancy,584,Canada
2020-10-04,Daily hospital occupancy,645,Canada
2020-10-05,Daily hospital occupancy,735,Canada
2020-10-06,Daily hospital occupancy,764,Canada
2020-10-07,Daily hospital occupancy,821,Canada
2020-10-08,Daily hospital occupancy,820,Canada
2020-10-09,Daily hospital occupancy,817,Canada
2020-10-10,Daily hospital occupancy,756,Canada
2020-10-11,Daily hospital occupancy,807,Canada
2020-10-12,Daily hospital occupancy,818,Canada
2020-10-13,Daily hospital occupancy,931,Canada
2020-10-14,Daily hospital occupancy,947,Canada
2020-10-15,Daily hospital occupancy,979,Canada
2020-10-16,Daily hospital occupancy,960,Canada
2020-10-17,Daily hospital occupancy,899,Canada
2020-10-18,Daily hospital occupancy,944,Canada
2020-10-19,Daily hospital occupancy,1026,Canada
2020-10-20,Daily hospital occupancy,1038,Canada
2020-10-21,Daily hospital occupancy,1002,Canada
2020-10-22,Daily hospital occupancy,1056,Canada
2020-10-23,Daily hospital occupancy,1069,Canada
2020-10-24,Daily hospital occupancy,1008,Canada
2020-10-25,Daily hospital occupancy,1026,Canada
2020-10-26,Daily hospital occupancy,1151,Canada
2020-10-27,Daily hospital occupancy,1180,Canada
2020-10-28,Daily hospital occupancy,1166,Canada
2020-10-29,Daily hospital occupancy,1196,Canada
2020-10-30,Daily hospital occupancy,1196,Canada
2020-10-31,Daily hospital occupancy,1035,Canada
2020-11-01,Daily hospital occupancy,1184,Canada
2020-11-02,Daily hospital occupancy,1323,Canada
2020-11-03,Daily hospital occupancy,1349,Canada
2020-11-04,Daily hospital occupancy,1354,Canada
2020-11-05,Daily hospital occupancy,1391,Canada
2020-11-06,Daily hospital occupancy,1353,Canada
2020-11-07,Daily hospital occupancy,1287,Canada
2020-11-08,Daily hospital occupancy,1381,Canada
2020-11-09,Daily hospital occupancy,1528,Canada
2020-11-10,Daily hospital occupancy,1623,Canada
2020-11-11,Daily hospital occupancy,1527,Canada
2020-11-12,Daily hospital occupancy,1748,Canada
2020-11-13,Daily hospital occupancy,1771,Canada
2020-11-14,Daily hospital occupancy,1749,Canada
2020-11-15,Daily hospital occupancy,1666,Canada
2020-11-16,Daily hospital occupancy,1934,Canada
2020-11-17,Daily hospital occupancy,1980,Canada
2020-11-18,Daily hospital occupancy,1993,Canada
2020-11-19,Daily hospital occupancy,1959,Canada
2020-11-20,Daily hospital occupancy,2004,Canada
2020-11-21,Daily hospital occupancy,1813,Canada
2020-11-22,Daily hospital occupancy,1849,Canada
2020-11-23,Daily hospital occupancy,2211,Canada
2020-11-24,Daily hospital occupancy,2255,Canada
2020-11-25,Daily hospital occupancy,2287,Canada
2020-11-26,Daily hospital occupancy,2449,Canada
2020-11-27,Daily hospital occupancy,2500,Canada
2020-11-28,Daily hospital occupancy,2131,Canada
2020-11-29,Daily hospital occupancy,2186,Canada
2020-11-30,Daily hospital occupancy,2716,Canada
2020-12-01,Daily hospital occupancy,2778,Canada
2020-12-02,Daily hospital occupancy,2830,Canada
2020-12-03,Daily hospital occupancy,2904,Canada
2020-12-04,Daily hospital occupancy,2837,Canada
2020-12-05,Daily hospital occupancy,2558,Canada
2020-12-06,Daily hospital occupancy,2662,Canada
2020-12-07,Daily hospital occupancy,3194,Canada
2020-12-08,Daily hospital occupancy,3179,Canada
2020-12-09,Daily hospital occupancy,3131,Canada
2020-12-10,Daily hospital occupancy,3228,Canada
2020-12-11,Daily hospital occupancy,3207,Canada
2020-12-12,Daily hospital occupancy,2820,Canada
2020-12-13,Daily hospital occupancy,2927,Canada
2020-12-14,Daily hospital occupancy,3485,Canada
2020-12-15,Daily hospital occupancy,3448,Canada
2020-12-16,Daily hospital occupancy,3468,Canada
2020-12-17,Daily hospital occupancy,3474,Canada
2020-12-18,Daily hospital occupancy,3331,Canada
2020-12-19,Daily hospital occupancy,3112,Canada
2020-12-20,Daily hospital occupancy,3244,Canada
2020-12-21,Daily hospital occupancy,3657,Canada
2020-12-22,Daily hospital occupancy,3626,Canada
2020-12-23,Daily hospital occupancy,3587,Canada
2020-12-24,Daily hospital occupancy,3280,Canada
2020-12-25,Daily hospital occupancy,3156,Canada
2020-12-26,Daily hospital occupancy,3407,Canada
2020-12-27,Daily hospital occupancy,3500,Canada
2020-12-28,Daily hospital occupancy,3637,Canada
2020-12-29,Daily hospital occupancy,4268,Canada
2020-12-30,Daily hospital occupancy,4281,Canada
2020-12-31,Daily hospital occupancy,4218,Canada
2021-01-01,Daily hospital occupancy,3736,Canada
2021-01-02,Daily hospital occupancy,3948,Canada
2021-01-03,Daily hospital occupancy,4076,Canada
2021-01-04,Daily hospital occupancy,4593,Canada
2021-01-05,Daily hospital occupancy,4669,Canada
2021-01-06,Daily hospital occupancy,4661,Canada
2021-01-07,Daily hospital occupancy,4678,Canada
2021-01-08,Daily hospital occupancy,4462,Canada
2021-01-09,Daily hospital occupancy,4230,Canada
2021-01-10,Daily hospital occupancy,4403,Canada
2021-01-11,Daily hospital occupancy,4930,Canada
2021-01-12,Daily hospital occupancy,4920,Canada
2021-01-13,Daily hospital occupancy,4928,Canada
2021-01-14,Daily hospital occupancy,4666,Canada
2021-01-15,Daily hospital occupancy,4566,Canada
2021-01-16,Daily hospital occupancy,4225,Canada
2021-01-17,Daily hospital occupancy,4285,Canada
2021-01-18,Daily hospital occupancy,4747,Canada
2021-01-19,Daily hospital occupancy,4630,Canada
2021-01-20,Daily hospital occupancy,4561,Canada
2021-01-21,Daily hospital occupancy,4472,Canada
2021-01-22,Daily hospital occupancy,4200,Canada
2021-01-23,Daily hospital occupancy,3828,Canada
2021-01-24,Daily hospital occupancy,3842,Canada
2021-01-25,Daily hospital occupancy,4204,Canada
2021-01-26,Daily hospital occupancy,4073,Canada
2021-01-27,Daily hospital occupancy,3992,Canada
2021-01-28,Daily hospital occupancy,3924,Canada
2021-01-29,Daily hospital occupancy,3522,Canada
2021-01-30,Daily hospital occupancy,3269,Canada
2021-01-31,Daily hospital occupancy,3249,Canada
2021-02-01,Daily hospital occupancy,3298,Canada
2021-02-02,Daily hospital occupancy,3562,Canada
2021-02-03,Daily hospital occupancy,3430,Canada
2021-02-04,Daily hospital occupancy,3316,Canada
2021-02-05,Daily hospital occupancy,3175,Canada
2021-02-06,Daily hospital occupancy,2706,Canada
2021-02-07,Daily hospital occupancy,2743,Canada
2021-02-08,Daily hospital occupancy,3048,Canada
2021-02-09,Daily hospital occupancy,2962,Canada
2021-02-10,Daily hospital occupancy,2807,Canada
2021-02-11,Daily hospital occupancy,2511,Canada
2021-02-12,Daily hospital occupancy,2420,Canada
2021-02-13,Daily hospital occupancy,2252,Canada
2021-02-14,Daily hospital occupancy,2250,Canada
2021-02-15,Daily hospital occupancy,2172,Canada
2021-02-16,Daily hospital occupancy,2559,Canada
2021-02-17,Daily hospital occupancy,2461,Canada
2021-02-18,Daily hospital occupancy,2445,Canada
2021-02-19,Daily hospital occupancy,2368,Canada
2021-02-20,Daily hospital occupancy,2015,Canada
2021-02-21,Daily hospital occupancy,2078,Canada
2021-02-22,Daily hospital occupancy,2361,Canada
2021-02-23,Daily hospital occupancy,2353,Canada
2021-02-24,Daily hospital occupancy,2285,Canada
2021-02-25,Daily hospital occupancy,2260,Canada
2021-02-26,Daily hospital occupancy,2035,Canada
2021-02-27,Daily hospital occupancy,1882,Canada
2021-02-28,Daily hospital occupancy,1888,Canada
2021-03-01,Daily hospital occupancy,2029,Canada
2021-03-02,Daily hospital occupancy,2150,Canada
2021-03-03,Daily hospital occupancy,2149,Canada
2021-03-04,Daily hospital occupancy,2113,Canada
2021-03-05,Daily hospital occupancy,2096,Canada
2021-03-06,Daily hospital occupancy,1768,Canada
2021-03-07,Daily hospital occupancy,1811,Canada
2021-03-08,Daily hospital occupancy,2075,Canada
2021-03-09,Daily hospital occupancy,2137,Canada
2021-03-10,Daily hospital occupancy,2099,Canada
2021-03-11,Daily hospital occupancy,2117,Canada
2021-03-12,Daily hospital occupancy,2092,Canada
2021-03-13,Daily hospital occupancy,1816,Canada
2021-03-14,Daily hospital occupancy,1895,Canada
2021-03-15,Daily hospital occupancy,2055,Canada
2021-03-16,Daily hospital occupancy,2191,Canada
2021-03-17,Daily hospital occupancy,2220,Canada
2021-03-18,Daily hospital occupancy,2231,Canada
2021-03-19,Daily hospital occupancy,2260,Canada
2021-03-20,Daily hospital occupancy,1959,Canada
2021-03-21,Daily hospital occupancy,1972,Canada
2021-03-22,Daily hospital occupancy,2412,Canada
2021-03-23,Daily hospital occupancy,2413,Canada
2021-03-24,Daily hospital occupancy,2416,Canada
2021-03-25,Daily hospital occupancy,2497,Canada
2021-03-26,Daily hospital occupancy,2324,Canada
2021-03-27,Daily hospital occupancy,2143,Canada
2021-03-28,Daily hospital occupancy,2213,Canada
2021-03-29,Daily hospital occupancy,2651,Canada
2021-03-30,Daily hospital occupancy,2651,Canada
2021-03-31,Daily hospital occupancy,2687,Canada
2021-04-01,Daily hospital occupancy,2536,Canada
2021-04-02,Daily hospital occupancy,2414,Canada
2021-04-03,Daily hospital occupancy,2492,Canada
2021-04-04,Daily hospital occupancy,2574,Canada
2021-04-05,Daily hospital occupancy,3089,Canada
2021-04-06,Daily hospital occupancy,3125,Canada
2021-04-07,Daily hospital occupancy,3188,Canada
2021-04-08,Daily hospital occupancy,3269,Canada
2021-04-09,Daily hospital occupancy,3150,Canada
2021-04-10,Daily hospital occupancy,3082,Canada
2021-04-11,Daily hospital occupancy,3215,Canada
2021-04-12,Daily hospital occupancy,3778,Canada
2021-04-13,Daily hospital occupancy,3860,Canada
2021-04-14,Daily hospital occupancy,3899,Canada
2021-04-15,Daily hospital occupancy,4038,Canada
2021-04-16,Daily hospital occupancy,3989,Canada
2021-04-17,Daily hospital occupancy,3784,Canada
2021-04-18,Daily hospital occupancy,3901,Canada
2021-04-19,Daily hospital occupancy,4420,Canada
2021-04-20,Daily hospital occupancy,4495,Canada
2021-04-21,Daily hospital occupancy,4477,Canada
2021-04-22,Daily hospital occupancy,4485,Canada
2021-04-23,Daily hospital occupancy,4264,Canada
2021-04-24,Daily hospital occupancy,4002,Canada
2021-04-25,Daily hospital occupancy,4042,Canada
2021-04-26,Daily hospital occupancy,4546,Canada
2021-04-27,Daily hospital occupancy,4507,Canada
2021-04-28,Daily hospital occupancy,4418,Canada
2021-04-29,Daily hospital occupancy,4382,Canada
2021-04-30,Daily hospital occupancy,4145,Canada
2021-05-01,Daily hospital occupancy,3860,Canada
2021-05-02,Daily hospital occupancy,3912,Canada
2021-05-03,Daily hospital occupancy,4330,Canada
2021-05-04,Daily hospital occupancy,4220,Canada
2021-05-05,Daily hospital occupancy,4159,Canada
2021-05-06,Daily hospital occupancy,4045,Canada
2021-05-07,Daily hospital occupancy,3782,Canada
2021-05-08,Daily hospital occupancy,3475,Canada
2021-05-09,Daily hospital occupancy,3532,Canada
2021-05-10,Daily hospital occupancy,3875,Canada
2021-05-11,Daily hospital occupancy,3885,Canada
2021-05-12,Daily hospital occupancy,3820,Canada
2021-05-13,Daily hospital occupancy,3811,Canada
2021-05-14,Daily hospital occupancy,3453,Canada
2021-05-15,Daily hospital occupancy,3227,Canada
2021-05-16,Daily hospital occupancy,3286,Canada
2021-05-17,Daily hospital occupancy,3561,Canada
2021-05-18,Daily hospital occupancy,3468,Canada
2021-05-19,Daily hospital occupancy,3388,Canada
2021-05-20,Daily hospital occupancy,3277,Canada
2021-05-21,Daily hospital occupancy,3118,Canada
2021-05-22,Daily hospital occupancy,2769,Canada
2021-05-23,Daily hospital occupancy,2801,Canada
2021-05-24,Daily hospital occupancy,2952,Canada
2021-05-25,Daily hospital occupancy,3000,Canada
2021-05-26,Daily hospital occupancy,2916,Canada
2021-05-27,Daily hospital occupancy,2782,Canada
2021-05-28,Daily hospital occupancy,2506,Canada
2021-05-29,Daily hospital occupancy,1856,Canada
2021-05-30,Daily hospital occupancy,2183,Canada
2021-05-31,Daily hospital occupancy,2398,Canada
2021-06-01,Daily hospital occupancy,2348,Canada
2021-06-02,Daily hospital occupancy,2221,Canada
2021-06-03,Daily hospital occupancy,2096,Canada
2021-06-04,Daily hospital occupancy,1933,Canada
2021-06-05,Daily hospital occupancy,1757,Canada
2021-06-06,Daily hospital occupancy,1723,Canada
2021-06-07,Daily hospital occupancy,1928,Canada
2021-06-08,Daily hospital occupancy,1848,Canada
2021-06-09,Daily hospital occupancy,1782,Canada
2021-06-10,Daily hospital occupancy,1688,Canada
2021-06-11,Daily hospital occupancy,1511,Canada
2021-06-12,Daily hospital occupancy,1384,Canada
2021-06-13,Daily hospital occupancy,1348,Canada
2021-06-14,Daily hospital occupancy,1544,Canada
2021-06-15,Daily hospital occupancy,1467,Canada
2021-06-16,Daily hospital occupancy,1383,Canada
2021-06-17,Daily hospital occupancy,1319,Canada
2021-06-18,Daily hospital occupancy,1184,Canada
2021-06-19,Daily hospital occupancy,1067,Canada
2021-06-20,Daily hospital occupancy,1085,Canada
2021-06-21,Daily hospital occupancy,1164,Canada
2021-06-22,Daily hospital occupancy,1133,Canada
2021-06-23,Daily hospital occupancy,1084,Canada
2021-06-24,Daily hospital occupancy,1063,Canada
2021-06-25,Daily hospital occupancy,945,Canada
2021-06-26,Daily hospital occupancy,856,Canada
2021-06-27,Daily hospital occupancy,853,Canada
2021-06-28,Daily hospital occupancy,979,Canada
2021-06-29,Daily hospital occupancy,936,Canada
2021-06-30,Daily hospital occupancy,897,Canada
2021-07-01,Daily hospital occupancy,708,Canada
2021-07-02,Daily hospital occupancy,686,Canada
2021-07-03,Daily hospital occupancy,668,Canada
2021-07-04,Daily hospital occupancy,666,Canada
2021-07-05,Daily hospital occupancy,799,Canada
2021-07-06,Daily hospital occupancy,790,Canada
2021-07-07,Daily hospital occupancy,779,Canada
2021-07-08,Daily hospital occupancy,722,Canada
2021-07-09,Daily hospital occupancy,637,Canada
2021-07-10,Daily hospital occupancy,588,Canada
2021-07-11,Daily hospital occupancy,575,Canada
2021-07-12,Daily hospital occupancy,679,Canada
2021-07-13,Daily hospital occupancy,661,Canada
2021-07-14,Daily hospital occupancy,645,Canada
2021-07-15,Daily hospital occupancy,622,Canada
2021-07-16,Daily hospital occupancy,543,Canada
2021-07-17,Daily hospital occupancy,502,Canada
2021-07-18,Daily hospital occupancy,498,Canada
2021-07-19,Daily hospital occupancy,577,Canada
2021-07-20,Daily hospital occupancy,570,Canada
2021-07-21,Daily hospital occupancy,565,Canada
2021-07-22,Daily hospital occupancy,529,Canada
2021-07-23,Daily hospital occupancy,452,Canada
2021-07-24,Daily hospital occupancy,412,Canada
2021-07-25,Daily hospital occupancy,431,Canada
2021-07-26,Daily hospital occupancy,514,Canada
2021-07-27,Daily hospital occupancy,494,Canada
2021-07-28,Daily hospital occupancy,499,Canada
2021-07-29,Daily hospital occupancy,496,Canada
2021-07-30,Daily hospital occupancy,444,Canada
2021-07-31,Daily hospital occupancy,394,Canada
2021-08-01,Daily hospital occupancy,401,Canada
2021-08-02,Daily hospital occupancy,413,Canada
2021-08-03,Daily hospital occupancy,454,Canada
2021-08-04,Daily hospital occupancy,517,Canada
2021-08-05,Daily hospital occupancy,545,Canada
2021-08-06,Daily hospital occupancy,463,Canada
2021-08-07,Daily hospital occupancy,440,Canada
2021-08-08,Daily hospital occupancy,425,Canada
2021-08-09,Daily hospital occupancy,548,Canada
2021-08-10,Daily hospital occupancy,567,Canada
2021-08-11,Daily hospital occupancy,593,Canada
2021-08-12,Daily hospital occupancy,619,Canada
2021-08-13,Daily hospital occupancy,571,Canada
2021-08-14,Daily hospital occupancy,512,Canada
2021-08-15,Daily hospital occupancy,534,Canada
2021-08-16,Daily hospital occupancy,704,Canada
2021-08-17,Daily hospital occupancy,734,Canada
2021-08-18,Daily hospital occupancy,772,Canada
2021-08-19,Daily hospital occupancy,824,Canada
2021-08-20,Daily hospital occupancy,786,Canada
2021-08-21,Daily hospital occupancy,689,Canada
2021-08-22,Daily hospital occupancy,749,Canada
2021-08-23,Daily hospital occupancy,851,Canada
2021-08-24,Daily hospital occupancy,1045,Canada
2021-08-25,Daily hospital occupancy,1090,Canada
2021-08-26,Daily hospital occupancy,1158,Canada
2021-08-27,Daily hospital occupancy,1083,Canada
2021-08-28,Daily hospital occupancy,1014,Canada
2021-08-29,Daily hospital occupancy,1040,Canada
2021-08-30,Daily hospital occupancy,1284,Canada
2021-08-31,Daily hospital occupancy,1335,Canada
2021-09-01,Daily hospital occupancy,1376,Canada
2021-09-02,Daily hospital occupancy,1401,Canada
2021-09-03,Daily hospital occupancy,1352,Canada
2021-09-04,Daily hospital occupancy,1299,Canada
2021-09-05,Daily hospital occupancy,1336,Canada
2021-09-06,Daily hospital occupancy,1375,Canada
2021-09-07,Daily hospital occupancy,1705,Canada
2021-09-08,Daily hospital occupancy,1793,Canada
2021-09-09,Daily hospital occupancy,1814,Canada
2021-09-10,Daily hospital occupancy,1722,Canada
2021-09-11,Daily hospital occupancy,1227,Canada
2021-09-12,Daily hospital occupancy,1644,Canada
2021-09-13,Daily hospital occupancy,1987,Canada
2021-09-14,Daily hospital occupancy,2103,Canada
2021-09-15,Daily hospital occupancy,2119,Canada
2021-09-16,Daily hospital occupancy,2124,Canada
2021-09-17,Daily hospital occupancy,1922,Canada
2021-09-18,Daily hospital occupancy,1626,Canada
2021-09-19,Daily hospital occupancy,1665,Canada
2021-09-20,Daily hospital occupancy,2259,Canada
2021-09-21,Daily hospital occupancy,2360,Canada
2021-09-22,Daily hospital occupancy,2390,Canada
2021-09-23,Daily hospital occupancy,2435,Canada
2021-09-24,Daily hospital occupancy,2114,Canada
2021-09-25,Daily hospital occupancy,1746,Canada
2021-09-26,Daily hospital occupancy,1797,Canada
2021-09-27,Daily hospital occupancy,2477,Canada
2021-09-28,Daily hospital occupancy,2505,Canada
2021-09-29,Daily hospital occupancy,2485,Canada
2021-09-30,Daily hospital occupancy,2138,Canada
2021-10-01,Daily hospital occupancy,2151,Canada
2021-10-02,Daily hospital occupancy,1840,Canada
2021-10-03,Daily hospital occupancy,1840,Canada
2021-10-04,Daily hospital occupancy,2526,Canada
2021-10-05,Daily hospital occupancy,2549,Canada
2021-10-06,Daily hospital occupancy,2577,Canada
2021-10-07,Daily hospital occupancy,2593,Canada
2021-10-08,Daily hospital occupancy,2207,Canada
2021-10-09,Daily hospital occupancy,1783,Canada
2021-10-10,Daily hospital occupancy,1800,Canada
2021-10-11,Daily hospital occupancy,1791,Canada
2021-10-12,Daily hospital occupancy,2496,Canada
2021-10-13,Daily hospital occupancy,2507,Canada
2021-10-14,Daily hospital occupancy,2467,Canada
2021-10-15,Daily hospital occupancy,2139,Canada
2021-10-16,Daily hospital occupancy,1871,Canada
2021-10-17,Daily hospital occupancy,1894,Canada
2021-10-18,Daily hospital occupancy,2425,Canada
