Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Denmark,370,7985,Others,1373.57,46325,7968.77
Denmark,384,4689,Others,806.6,51014,8775.37
Denmark,398,4307,Alpha,740.89,55321,9516.26
Denmark,412,5297,Alpha,911.19,60618,10427.45
Denmark,426,6330,Alpha,1088.88,66948,11516.33
Denmark,440,7133,Alpha,1227.01,74081,12743.34
Denmark,454,6931,Alpha,1192.27,81012,13935.61
Denmark,468,7511,Alpha,1292.04,88523,15227.65
Denmark,482,9374,Alpha,1612.51,97897,16840.16
Denmark,496,9286,Alpha,1597.37,107183,18437.53
Denmark,510,5745,Alpha,988.25,112928,19425.78
Denmark,524,1990,Alpha,342.32,114918,19768.1
Denmark,538,5017,Delta,863.02,119935,20631.12
Denmark,552,10842,Delta,1865.03,130777,22496.15
Denmark,566,10836,Delta,1864.0,141613,24360.15
Denmark,580,11117,Delta,1912.34,152730,26272.49
Denmark,594,8636,Delta,1485.56,161366,27758.05
Denmark,608,4456,Delta,766.52,165822,28524.57
Denmark,622,4758,Delta,818.47,170580,29343.04
Denmark,636,7346,Delta,1263.65,177926,30606.69
Denmark,650,14869,Delta,2557.75,192795,33164.44
Denmark,664,21338,Delta,3670.55,214133,36834.99
Denmark,678,22798,Delta,3921.7,236931,40756.69
Denmark,692,29582,Delta,5088.67,266513,45845.36
Denmark,706,11617,Omicron,1998.35,278130,47843.71
Denmark,720,19353,Omicron,3329.09,297483,51172.8
Denmark,734,29050,Omicron,4997.16,326533,56169.96
Denmark,748,25512,Omicron,4388.56,352045,60558.52
Denmark,762,27685,Omicron,4762.35,379730,65320.87
Denmark,776,27287,Omicron,4693.89,407017,70014.76
Denmark,790,26828,Omicron,4614.93,433845,74629.69
Denmark,804,25175,Omicron,4330.59,459020,78960.28
Denmark,818,20732,Omicron,3566.3,479752,82526.58
Denmark,832,12440,Omicron,2139.92,492192,84666.5
Denmark,846,7508,Omicron,1291.52,499700,85958.02
Denmark,860,5095,Omicron,876.44,504795,86834.46
Denmark,874,5796,Omicron,997.02,510591,87831.48
Denmark,888,9817,Omicron,1688.71,520408,89520.19
Djibouti,111,2,0,2.0,2,2.0
Djibouti,125,1,0,1.0,3,3.0
Djibouti,139,4,0,3.99,7,6.99
Djibouti,153,17,0,16.96,24,23.95
Djibouti,167,1,0,1.0,25,24.95
Djibouti,181,2,0,2.0,27,26.95
Djibouti,195,2,0,2.0,29,28.95
Djibouti,279,1,0,1.0,30,29.95
Djibouti,293,1,0,1.0,31,30.95
Djibouti,307,14,0,13.97,45,44.92
Djibouti,321,1,0,1.0,46,45.92
Djibouti,335,5,0,4.99,51,50.91
Djibouti,349,2,0,2.0,53,52.91
Djibouti,370,10,0,9.98,63,62.89
Djibouti,384,1,0,1.0,64,63.89
Djibouti,398,28,0,27.94,92,91.83
Djibouti,412,53,Alpha,52.88,145,144.71
Djibouti,426,26,0,25.94,171,170.65
Djibouti,440,54,Beta,53.88,225,224.53
Djibouti,454,32,Beta,31.93,257,256.46
Djibouti,468,22,0,21.95,279,278.41
Djibouti,482,4,0,3.99,283,282.4
Djibouti,496,1,0,1.0,284,283.4
Djibouti,538,1,0,1.0,285,284.4
Djibouti,566,2,0,2.0,287,286.4
Djibouti,594,1,0,1.0,288,287.4
Djibouti,608,9,0,8.98,297,296.38
Djibouti,622,25,0,24.95,322,321.33
Djibouti,636,19,0,18.96,341,340.29
Djibouti,650,3,0,2.99,344,343.28
Djibouti,678,1,0,1.0,345,344.28
Djibouti,692,2,0,2.0,347,346.28
Djibouti,706,37,Omicron,36.92,384,383.2
Djibouti,720,204,Omicron,203.55,588,586.75
Djibouti,734,33,Omicron,32.93,621,619.68
Djibouti,748,32,Omicron,31.93,653,651.61
Dominican Republic,111,3,0,0.27,3,0.27
Dominican Republic,209,3,0,0.27,6,0.54
Dominican Republic,251,4,0,0.37,10,0.91
Dominican Republic,265,6,0,0.55,16,1.46
Dominican Republic,279,2,0,0.18,18,1.64
Dominican Republic,307,5,0,0.46,23,2.1
Dominican Republic,321,9,0,0.82,32,2.92
Dominican Republic,349,1,0,0.09,33,3.01
Dominican Republic,370,36,Others,3.29,69,6.3
Dominican Republic,384,24,0,2.19,93,8.49
Dominican Republic,398,12,0,1.1,105,9.59
Dominican Republic,412,8,0,0.73,113,10.32
Dominican Republic,426,54,Others,4.93,167,15.25
Dominican Republic,440,7,0,0.64,174,15.89
Dominican Republic,454,16,0,1.46,190,17.35
Dominican Republic,482,73,Mu,6.66,263,24.01
Dominican Republic,496,74,Mu,6.76,337,30.77
Dominican Republic,510,13,0,1.19,350,31.96
Dominican Republic,524,6,0,0.55,356,32.51
Dominican Republic,538,9,0,0.82,365,33.33
Dominican Republic,552,8,0,0.73,373,34.06
Dominican Republic,566,27,0,2.46,400,36.52
Dominican Republic,580,4,0,0.37,404,36.89
Dominican Republic,594,1,0,0.09,405,36.98
Dominican Republic,608,2,0,0.18,407,37.16
Dominican Republic,622,1,0,0.09,408,37.25
Dominican Republic,636,201,Delta,18.35,609,55.6
Dominican Republic,650,86,Delta,7.85,695,63.45
Dominican Republic,664,16,0,1.46,711,64.91
Dominican Republic,678,64,Delta,5.84,775,70.75
Dominican Republic,692,143,Delta,13.05,918,83.8
Dominican Republic,706,19,0,1.73,937,85.53
Dominican Republic,720,52,Omicron,4.75,989,90.28
Dominican Republic,748,6,0,0.55,995,90.83
Dominican Republic,762,6,0,0.55,1001,91.38
Ecuador,111,7,0,0.39,7,0.39
Ecuador,125,4,0,0.22,11,0.61
Ecuador,139,8,0,0.45,19,1.06
Ecuador,153,3,0,0.17,22,1.23
Ecuador,167,18,0,1.01,40,2.24
Ecuador,181,3,0,0.17,43,2.41
Ecuador,195,6,0,0.34,49,2.75
Ecuador,209,26,0,1.45,75,4.2
Ecuador,223,17,0,0.95,92,5.15
Ecuador,237,17,0,0.95,109,6.1
Ecuador,251,3,0,0.17,112,6.27
Ecuador,265,13,0,0.73,125,7.0
Ecuador,279,5,0,0.28,130,7.28
Ecuador,293,6,0,0.34,136,7.62
Ecuador,307,3,0,0.17,139,7.79
Ecuador,321,5,0,0.28,144,8.07
Ecuador,335,11,0,0.61,155,8.68
Ecuador,349,19,0,1.06,174,9.74
Ecuador,370,17,0,0.95,191,10.69
Ecuador,384,2,0,0.11,193,10.8
Ecuador,398,1,0,0.06,194,10.86
Ecuador,412,6,0,0.34,200,11.2
Ecuador,426,7,0,0.39,207,11.59
Ecuador,440,15,0,0.84,222,12.43
Ecuador,454,35,Alpha,1.96,257,14.39
Ecuador,468,41,Alpha,2.29,298,16.68
Ecuador,482,80,Others,4.47,378,21.15
Ecuador,496,59,Others,3.3,437,24.45
Ecuador,510,102,Others,5.7,539,30.15
Ecuador,524,97,Mu,5.42,636,35.57
Ecuador,538,257,Gamma,14.37,893,49.94
Ecuador,552,452,Mu,25.27,1345,75.21
Ecuador,566,358,Mu,20.01,1703,95.22
Ecuador,580,287,Delta,16.04,1990,111.26
Ecuador,594,250,Delta,13.98,2240,125.24
Ecuador,608,116,Delta,6.48,2356,131.72
Ecuador,622,186,Delta,10.4,2542,142.12
Ecuador,636,81,Delta,4.53,2623,146.65
Ecuador,650,20,0,1.12,2643,147.77
Ecuador,664,87,Delta,4.86,2730,152.63
Ecuador,678,136,Delta,7.6,2866,160.23
Ecuador,692,81,Delta,4.53,2947,164.76
Ecuador,706,100,Omicron,5.59,3047,170.35
Ecuador,720,202,Omicron,11.29,3249,181.64
Ecuador,734,219,Omicron,12.24,3468,193.88
Ecuador,748,339,Omicron,18.95,3807,212.83
Ecuador,762,268,Omicron,14.98,4075,227.81
Ecuador,776,148,Omicron,8.27,4223,236.08
Ecuador,790,99,Omicron,5.53,4322,241.61
Ecuador,804,17,0,0.95,4339,242.56
Ecuador,818,21,0,1.17,4360,243.73
Ecuador,832,19,0,1.06,4379,244.79
Ecuador,846,34,Omicron,1.9,4413,246.69
Ecuador,860,69,Omicron,3.86,4482,250.55
Ecuador,874,143,Omicron,7.99,4625,258.54
Ecuador,888,11,0,0.61,4636,259.15
Egypt,111,33,Others,0.32,33,0.32
Egypt,125,20,0,0.19,53,0.51
Egypt,139,106,Others,1.02,159,1.53
Egypt,153,59,Others,0.57,218,2.1
Egypt,167,76,Others,0.73,294,2.83
Egypt,181,28,0,0.27,322,3.1
Egypt,195,26,0,0.25,348,3.35
Egypt,209,21,0,0.2,369,3.55
Egypt,223,30,Others,0.29,399,3.84
Egypt,237,6,0,0.06,405,3.9
Egypt,251,7,0,0.07,412,3.97
Egypt,265,11,0,0.11,423,4.08
Egypt,279,8,0,0.08,431,4.16
Egypt,293,6,0,0.06,437,4.22
Egypt,307,12,0,0.12,449,4.34
Egypt,321,2,0,0.02,451,4.36
Egypt,349,85,Others,0.82,536,5.18
Egypt,370,3,0,0.03,539,5.21
Egypt,398,65,Others,0.62,604,5.83
Egypt,412,16,0,0.15,620,5.98
Egypt,426,8,0,0.08,628,6.06
Egypt,440,69,Others,0.66,697,6.72
Egypt,454,9,0,0.09,706,6.81
Egypt,468,68,Others,0.65,774,7.46
Egypt,482,25,0,0.24,799,7.7
Egypt,496,5,0,0.05,804,7.75
Egypt,538,1,0,0.01,805,7.76
Egypt,552,1,0,0.01,806,7.77
Egypt,566,4,0,0.04,810,7.81
Egypt,594,6,0,0.06,816,7.87
Egypt,608,5,0,0.05,821,7.92
Egypt,622,9,0,0.09,830,8.01
Egypt,636,9,0,0.09,839,8.1
Egypt,650,4,0,0.04,843,8.14
Egypt,664,11,0,0.11,854,8.25
Egypt,678,6,0,0.06,860,8.31
Egypt,692,46,Delta,0.44,906,8.75
Egypt,706,22,0,0.21,928,8.96
Egypt,720,18,0,0.17,946,9.13
Egypt,734,19,0,0.18,965,9.31
Egypt,748,15,0,0.14,980,9.45
Egypt,762,15,0,0.14,995,9.59
Egypt,776,55,Omicron,0.53,1050,10.12
Egypt,790,13,0,0.12,1063,10.24
El Salvador,251,1,0,0.15,1,0.15
El Salvador,468,79,Others,12.12,80,12.27
El Salvador,482,6,0,0.92,86,13.19
El Salvador,510,4,0,0.61,90,13.8
El Salvador,538,14,0,2.15,104,15.95
El Salvador,552,74,Others,11.35,178,27.3
El Salvador,566,13,0,1.99,191,29.29
El Salvador,664,39,Delta,5.98,230,35.27
El Salvador,678,16,0,2.45,246,37.72
El Salvador,692,20,0,3.07,266,40.79
El Salvador,706,7,0,1.07,273,41.86
El Salvador,720,57,Omicron,8.74,330,50.6
El Salvador,734,73,Omicron,11.2,403,61.8
Estonia,237,5,0,3.77,5,3.77
Estonia,251,117,Others,88.29,122,92.06
Estonia,265,53,Others,39.99,175,132.05
Estonia,279,19,0,14.34,194,146.39
Estonia,293,44,Others,33.2,238,179.59
Estonia,307,17,0,12.83,255,192.42
Estonia,335,2,0,1.51,257,193.93
Estonia,349,48,Others,36.22,305,230.15
Estonia,370,10,0,7.55,315,237.7
Estonia,384,47,Others,35.47,362,273.17
Estonia,398,557,Others,420.32,919,693.49
Estonia,412,156,Alpha,117.72,1075,811.21
Estonia,426,962,Alpha,725.93,2037,1537.14
Estonia,440,1065,Alpha,803.66,3102,2340.8
Estonia,454,365,Alpha,275.43,3467,2616.23
Estonia,468,348,Alpha,262.6,3815,2878.83
Estonia,482,326,Alpha,246.0,4141,3124.83
Estonia,510,137,Alpha,103.38,4278,3228.21
Estonia,524,45,Alpha,33.96,4323,3262.17
Estonia,538,138,Delta,104.14,4461,3366.31
Estonia,552,251,Delta,189.41,4712,3555.72
Estonia,566,360,Delta,271.66,5072,3827.38
Estonia,580,371,Delta,279.96,5443,4107.34
Estonia,594,369,Delta,278.45,5812,4385.79
Estonia,608,345,Delta,260.34,6157,4646.13
Estonia,622,346,Delta,261.1,6503,4907.23
Estonia,636,315,Delta,237.7,6818,5144.93
Estonia,650,326,Delta,246.0,7144,5390.93
Estonia,664,281,Delta,212.05,7425,5602.98
Estonia,678,337,Delta,254.3,7762,5857.28
Estonia,692,361,Delta,272.41,8123,6129.69
Estonia,706,284,Delta,214.31,8407,6344.0
Estonia,720,102,Delta,76.97,8509,6420.97
Estonia,734,19,0,14.34,8528,6435.31
Estonia,748,89,Omicron,67.16,8617,6502.47
Estonia,762,266,Omicron,200.73,8883,6703.2
Estonia,776,369,Omicron,278.45,9252,6981.65
Estonia,790,365,Omicron,275.43,9617,7257.08
Estonia,804,329,Omicron,248.27,9946,7505.35
Estonia,818,350,Omicron,264.11,10296,7769.46
Estonia,832,372,Omicron,280.71,10668,8050.17
Estonia,846,375,Omicron,282.98,11043,8333.15
Estonia,860,334,Omicron,252.04,11377,8585.19
Estonia,874,79,Omicron,59.61,11456,8644.8
Eswatini,307,3,0,2.56,3,2.56
Eswatini,321,6,0,5.12,9,7.68
Eswatini,335,3,0,2.56,12,10.24
Eswatini,349,2,0,1.71,14,11.95
Eswatini,370,5,0,4.26,19,16.21
Eswatini,384,12,0,10.24,31,26.45
Eswatini,398,6,0,5.12,37,31.57
Eswatini,412,7,0,5.97,44,37.54
Eswatini,440,2,0,1.71,46,39.25
Eswatini,454,4,0,3.41,50,42.66
Eswatini,468,4,0,3.41,54,46.07
Eswatini,482,5,0,4.26,59,50.33
Eswatini,496,7,0,5.97,66,56.3
Eswatini,510,20,0,17.06,86,73.36
Eswatini,524,14,0,11.94,100,85.3
Eswatini,538,57,Delta,48.62,157,133.92
Eswatini,552,19,0,16.21,176,150.13
Eswatini,566,62,Delta,52.88,238,203.01
Eswatini,580,44,Delta,37.53,282,240.54
Eswatini,594,2,0,1.71,284,242.25
Eswatini,608,27,0,23.03,311,265.28
Eswatini,622,8,0,6.82,319,272.1
Eswatini,636,57,Delta,48.62,376,320.72
Eswatini,678,25,0,21.32,401,342.04
Eswatini,692,110,Omicron,93.83,511,435.87
Eswatini,706,61,Omicron,52.03,572,487.9
Eswatini,720,25,0,21.32,597,509.22
Eswatini,734,12,0,10.24,609,519.46
Eswatini,748,13,0,11.09,622,530.55
Eswatini,762,9,0,7.68,631,538.23
Eswatini,776,8,0,6.82,639,545.05
Eswatini,790,5,0,4.26,644,549.31
Eswatini,804,10,0,8.53,654,557.84
Eswatini,818,25,0,21.32,679,579.16
Eswatini,832,73,Omicron,62.27,752,641.43
Eswatini,846,10,0,8.53,762,649.96
Ethiopia,307,3,0,0.03,3,0.03
Ethiopia,335,4,0,0.03,7,0.06
Ethiopia,370,4,0,0.03,11,0.09
Ethiopia,384,9,0,0.08,20,0.17
Ethiopia,398,4,0,0.03,24,0.2
Ethiopia,412,11,0,0.09,35,0.29
Ethiopia,440,1,0,0.01,36,0.3
Ethiopia,468,1,0,0.01,37,0.31
Ethiopia,496,16,0,0.14,53,0.45
Ethiopia,510,3,0,0.03,56,0.48
Ethiopia,538,1,0,0.01,57,0.49
Ethiopia,552,40,Others,0.34,97,0.83
Ethiopia,566,238,Delta,2.02,335,2.85
Ethiopia,580,115,Delta,0.98,450,3.83
Ethiopia,720,64,Omicron,0.54,514,4.37
Ethiopia,734,5,0,0.04,519,4.41
Ethiopia,748,16,0,0.14,535,4.55
Fiji,223,1,0,1.11,1,1.11
Fiji,321,1,0,1.11,2,2.22
Fiji,349,1,0,1.11,3,3.33
Fiji,384,1,0,1.11,4,4.44
Fiji,412,1,0,1.11,5,5.55
Fiji,426,1,0,1.11,6,6.66
Fiji,454,6,0,6.65,12,13.31
Fiji,468,15,0,16.61,27,29.92
Fiji,482,19,0,21.04,46,50.96
Fiji,496,24,0,26.58,70,77.54
Fiji,510,52,Delta,57.59,122,135.13
Fiji,524,230,Delta,254.74,352,389.87
Fiji,538,135,Delta,149.52,487,539.39
Finland,111,102,Others,18.38,102,18.38
Finland,125,51,Others,9.19,153,27.57
Finland,139,36,Others,6.49,189,34.06
Finland,153,4,0,0.72,193,34.78
Finland,209,10,0,1.8,203,36.58
Finland,223,14,0,2.52,217,39.1
Finland,237,23,0,4.15,240,43.25
Finland,251,96,Others,17.3,336,60.55
Finland,265,283,Others,51.01,619,111.56
Finland,279,98,Others,17.66,717,129.22
Finland,293,51,Others,9.19,768,138.41
Finland,307,54,Others,9.73,822,148.14
Finland,321,156,Others,28.12,978,176.26
Finland,335,109,Others,19.65,1087,195.91
Finland,349,256,Others,46.14,1343,242.05
Finland,370,721,Others,129.95,2064,372.0
Finland,384,1161,Alpha,209.25,3225,581.25
Finland,398,1502,Alpha,270.71,4727,851.96
Finland,412,1514,Alpha,272.87,6241,1124.83
Finland,426,1496,Alpha,269.63,7737,1394.46
Finland,440,848,Alpha,152.84,8585,1547.3
Finland,454,539,Alpha,97.15,9124,1644.45
Finland,468,491,Alpha,88.49,9615,1732.94
Finland,482,497,Alpha,89.58,10112,1822.52
Finland,496,465,Alpha,83.81,10577,1906.33
Finland,510,196,Alpha,35.33,10773,1941.66
Finland,524,585,Delta,105.44,11358,2047.1
Finland,538,557,Delta,100.39,11915,2147.49
Finland,552,1404,Delta,253.05,13319,2400.54
Finland,566,1522,Delta,274.32,14841,2674.86
Finland,580,876,Delta,157.88,15717,2832.74
Finland,594,903,Delta,162.75,16620,2995.49
Finland,608,685,Delta,123.46,17305,3118.95
Finland,622,953,Delta,171.76,18258,3290.71
Finland,636,860,Delta,155.0,19118,3445.71
Finland,650,666,Delta,120.04,19784,3565.75
Finland,664,477,Delta,85.97,20261,3651.72
Finland,678,600,Delta,108.14,20861,3759.86
Finland,692,1103,Delta,198.8,21964,3958.66
Finland,706,1091,Delta,196.63,23055,4155.29
Finland,720,1396,Omicron,251.61,24451,4406.9
Finland,734,1490,Omicron,268.55,25941,4675.45
Finland,748,1182,Omicron,213.04,27123,4888.49
Finland,762,655,Omicron,118.05,27778,5006.54
Finland,776,429,Omicron,77.32,28207,5083.86
Finland,790,547,Omicron,98.59,28754,5182.45
Finland,804,462,Omicron,83.27,29216,5265.72
Finland,818,539,Omicron,97.15,29755,5362.87
Finland,832,431,Omicron,77.68,30186,5440.55
Finland,846,409,Omicron,73.72,30595,5514.27
Finland,860,368,Omicron,66.33,30963,5580.6
Finland,874,157,Omicron,28.3,31120,5608.9
France,111,191,Others,2.83,191,2.83
France,125,58,Others,0.86,249,3.69
France,139,30,Others,0.44,279,4.13
France,153,43,Others,0.64,322,4.77
France,167,28,0,0.42,350,5.19
France,181,59,Others,0.88,409,6.07
France,195,120,Others,1.78,529,7.85
France,209,193,Others,2.86,722,10.71
France,223,198,Others,2.94,920,13.65
France,237,791,Others,11.73,1711,25.38
France,251,459,Others,6.81,2170,32.19
France,265,329,Others,4.88,2499,37.07
France,279,729,Others,10.81,3228,47.88
France,293,862,Others,12.79,4090,60.67
France,307,579,Others,8.59,4669,69.26
France,321,295,Others,4.38,4964,73.64
France,335,351,Others,5.21,5315,78.85
France,349,1167,Others,17.31,6482,96.16
France,370,2071,Others,30.72,8553,126.88
France,384,3835,Alpha,56.88,12388,183.76
France,398,2738,Alpha,40.61,15126,224.37
France,412,3993,Alpha,59.22,19119,283.59
France,426,6091,Alpha,90.34,25210,373.93
France,440,5705,Alpha,84.62,30915,458.55
France,454,4723,Alpha,70.05,35638,528.6
France,468,4206,Alpha,62.38,39844,590.98
France,482,3066,Alpha,45.47,42910,636.45
France,496,2971,Alpha,44.07,45881,680.52
France,510,2102,Alpha,31.18,47983,711.7
France,524,1816,Delta,26.93,49799,738.63
France,538,4198,Delta,62.26,53997,800.89
France,552,15843,Delta,234.98,69840,1035.87
France,566,12266,Delta,181.93,82106,1217.8
France,580,11374,Delta,168.7,93480,1386.5
France,594,8054,Delta,119.46,101534,1505.96
France,608,4810,Delta,71.34,106344,1577.3
France,622,3368,Delta,49.95,109712,1627.25
France,636,3617,Delta,53.65,113329,1680.9
France,650,10779,Delta,159.87,124108,1840.77
France,664,11744,Delta,174.19,135852,2014.96
France,678,11877,Delta,176.16,147729,2191.12
France,692,12665,Delta,187.85,160394,2378.97
France,706,11885,Delta,176.28,172279,2555.25
France,720,16718,Omicron,247.96,188997,2803.21
France,734,12736,Omicron,188.9,201733,2992.11
France,748,10714,Omicron,158.91,212447,3151.02
France,762,8755,Omicron,129.85,221202,3280.87
France,776,11848,Omicron,175.73,233050,3456.6
France,790,11475,Omicron,170.2,244525,3626.8
France,804,12804,Omicron,189.91,257329,3816.71
France,818,10377,Omicron,153.91,267706,3970.62
France,832,7794,Omicron,115.6,275500,4086.22
France,846,6958,Omicron,103.2,282458,4189.42
France,860,4038,Omicron,59.89,286496,4249.31
France,874,4325,Omicron,64.15,290821,4313.46
France,888,1042,Omicron,15.45,291863,4328.91
Gabon,111,43,Others,18.87,43,18.87
Gabon,125,14,0,6.14,57,25.01
Gabon,139,10,0,4.39,67,29.4
Gabon,153,13,0,5.7,80,35.1
Gabon,167,11,0,4.83,91,39.93
Gabon,181,9,0,3.95,100,43.88
Gabon,195,8,0,3.51,108,47.39
Gabon,209,13,0,5.7,121,53.09
Gabon,223,1,0,0.44,122,53.53
Gabon,237,1,0,0.44,123,53.97
Gabon,251,2,0,0.88,125,54.85
Gabon,265,1,0,0.44,126,55.29
Gabon,307,1,0,0.44,127,55.73
Gabon,349,2,0,0.88,129,56.61
Gabon,370,2,0,0.88,131,57.49
Gabon,384,15,0,6.58,146,64.07
Gabon,398,30,Alpha,13.16,176,77.23
Gabon,412,47,Alpha,20.62,223,97.85
Gabon,426,63,Alpha,27.65,286,125.5
Gabon,440,38,Alpha,16.68,324,142.18
Gabon,454,47,Others,20.62,371,162.8
Gabon,468,42,Others,18.43,413,181.23
Gabon,482,43,Others,18.87,456,200.1
Gabon,496,9,0,3.95,465,204.05
Gabon,510,12,0,5.27,477,209.32
Gabon,524,4,0,1.76,481,211.08
Gabon,538,5,0,2.19,486,213.27
Gabon,552,6,0,2.63,492,215.9
Gabon,580,5,0,2.19,497,218.09
Gabon,594,20,0,8.78,517,226.87
Gabon,608,26,0,11.41,543,238.28
Gabon,622,40,Delta,17.55,583,255.83
Gabon,636,14,0,6.14,597,261.97
Gabon,650,2,0,0.88,599,262.85
Gambia,111,13,0,5.23,13,5.23
Gambia,125,12,0,4.83,25,10.06
Gambia,139,8,0,3.22,33,13.28
Gambia,153,1,0,0.4,34,13.68
Gambia,167,17,0,6.84,51,20.52
Gambia,181,3,0,1.21,54,21.73
Gambia,195,220,Others,88.46,274,110.19
Gambia,209,25,0,10.05,299,120.24
Gambia,223,26,0,10.45,325,130.69
Gambia,237,20,0,8.04,345,138.73
Gambia,251,3,0,1.21,348,139.94
Gambia,265,4,0,1.61,352,141.55
Gambia,279,1,0,0.4,353,141.95
Gambia,349,2,0,0.8,355,142.75
Gambia,370,6,0,2.41,361,145.16
Gambia,384,9,0,3.62,370,148.78
Gambia,398,6,0,2.41,376,151.19
Gambia,412,20,0,8.04,396,159.23
Gambia,426,43,Alpha,17.29,439,176.52
Gambia,440,18,0,7.24,457,183.76
Gambia,454,7,0,2.81,464,186.57
Gambia,468,6,0,2.41,470,188.98
Gambia,482,2,0,0.8,472,189.78
Gambia,496,6,0,2.41,478,192.19
Gambia,510,2,0,0.8,480,192.99
Gambia,524,6,0,2.41,486,195.4
Gambia,538,55,Delta,22.12,541,217.52
Gambia,552,43,Delta,17.29,584,234.81
Gambia,566,138,Delta,55.49,722,290.3
Gambia,580,59,Delta,23.72,781,314.02
Gambia,594,82,Delta,32.97,863,346.99
Gambia,608,15,0,6.03,878,353.02
Gambia,622,11,0,4.42,889,357.44
Gambia,636,2,0,0.8,891,358.24
Gambia,650,1,0,0.4,892,358.64
Gambia,692,3,0,1.21,895,359.85
Gambia,706,4,0,1.61,899,361.46
Gambia,720,44,Omicron,17.69,943,379.15
Georgia,111,4,0,1.01,4,1.01
Georgia,139,1,0,0.25,5,1.26
Georgia,153,1,0,0.25,6,1.51
Georgia,237,1,0,0.25,7,1.76
Georgia,251,3,0,0.75,10,2.51
Georgia,265,2,0,0.5,12,3.01
Georgia,279,9,0,2.26,21,5.27
Georgia,293,2,0,0.5,23,5.77
Georgia,307,5,0,1.26,28,7.03
Georgia,321,1,0,0.25,29,7.28
Georgia,335,3,0,0.75,32,8.03
Georgia,349,2,0,0.5,34,8.53
Georgia,370,4,0,1.01,38,9.54
Georgia,384,4,0,1.01,42,10.55
Georgia,398,9,0,2.26,51,12.81
Georgia,412,11,0,2.76,62,15.57
Georgia,426,6,0,1.51,68,17.08
Georgia,440,4,0,1.01,72,18.09
Georgia,454,3,0,0.75,75,18.84
Georgia,468,2,0,0.5,77,19.34
Georgia,482,23,0,5.78,100,25.12
Georgia,496,35,Alpha,8.79,135,33.91
Georgia,510,21,0,5.28,156,39.19
Georgia,524,23,0,5.78,179,44.97
Georgia,538,31,Delta,7.79,210,52.76
Georgia,552,8,0,2.01,218,54.77
Georgia,566,25,0,6.28,243,61.05
Georgia,580,15,0,3.77,258,64.82
Georgia,594,41,Delta,10.3,299,75.12
Georgia,608,5,0,1.26,304,76.38
Georgia,622,69,Delta,17.34,373,93.72
Georgia,636,99,Delta,24.88,472,118.6
Georgia,650,34,Delta,8.54,506,127.14
Georgia,664,86,Delta,21.61,592,148.75
Georgia,678,75,Delta,18.85,667,167.6
Georgia,692,111,Delta,27.89,778,195.49
Georgia,706,114,Delta,28.64,892,224.13
Georgia,720,195,Omicron,49.0,1087,273.13
Georgia,734,145,Omicron,36.43,1232,309.56
Georgia,748,177,Omicron,44.47,1409,354.03
Georgia,762,216,Omicron,54.27,1625,408.3
Georgia,776,70,Omicron,17.59,1695,425.89
Georgia,790,39,Omicron,9.8,1734,435.69
Georgia,804,12,0,3.02,1746,438.71
Georgia,818,11,0,2.76,1757,441.47
Georgia,832,21,0,5.28,1778,446.75
Georgia,846,4,0,1.01,1782,447.76
Georgia,860,10,0,2.51,1792,450.27
Georgia,874,34,Omicron,8.54,1826,458.81
Georgia,888,5,0,1.26,1831,460.07
Germany,111,94,Others,1.12,94,1.12
Germany,125,86,Others,1.03,180,2.15
Germany,139,67,Others,0.8,247,2.95
Germany,153,1364,Others,16.26,1611,19.21
Germany,167,323,Others,3.85,1934,23.06
Germany,181,75,Others,0.89,2009,23.95
Germany,195,49,Others,0.58,2058,24.53
Germany,209,143,Others,1.7,2201,26.23
Germany,223,174,Others,2.07,2375,28.3
Germany,237,112,Others,1.33,2487,29.63
Germany,251,315,Others,3.75,2802,33.38
Germany,265,314,Others,3.74,3116,37.12
Germany,279,333,Others,3.97,3449,41.09
Germany,293,364,Others,4.34,3813,45.43
Germany,307,419,Others,4.99,4232,50.42
Germany,321,584,Others,6.96,4816,57.38
Germany,335,824,Others,9.82,5640,67.2
Germany,349,1030,Others,12.28,6670,79.48
Germany,370,3007,Others,35.84,9677,115.32
Germany,384,5955,Others,70.98,15632,186.3
Germany,398,8659,Others,103.21,24291,289.51
Germany,412,11003,Alpha,131.14,35294,420.65
Germany,426,14012,Alpha,167.01,49306,587.66
Germany,440,16076,Alpha,191.61,65382,779.27
Germany,454,19051,Alpha,227.07,84433,1006.34
Germany,468,19092,Alpha,227.56,103525,1233.9
Germany,482,15437,Alpha,183.99,118962,1417.89
Germany,496,9671,Alpha,115.27,128633,1533.16
Germany,510,5302,Alpha,63.19,133935,1596.35
Germany,524,2552,Delta,30.42,136487,1626.77
Germany,538,2574,Delta,30.68,139061,1657.45
Germany,552,4505,Delta,53.69,143566,1711.14
Germany,566,6088,Delta,72.56,149654,1783.7
Germany,580,12993,Delta,154.86,162647,1938.56
Germany,594,18962,Delta,226.01,181609,2164.57
Germany,608,19489,Delta,232.29,201098,2396.86
Germany,622,15388,Delta,183.41,216486,2580.27
Germany,636,12098,Delta,144.19,228584,2724.46
Germany,650,15239,Delta,181.63,243823,2906.09
Germany,664,17780,Delta,211.92,261603,3118.01
Germany,678,22929,Delta,273.29,284532,3391.3
Germany,692,23772,Delta,283.34,308304,3674.64
